upload_id,user_name,user_id,user_real_name,name,date_iso,date_unix,year,license,license_url,score,num_scores,num_playlists,thumbs_up,num_files,n_remixes,n_sources,usertags,systags,page_url,has_meta
66,bradsucks,,brad sucks,Making Me Nervous (Vocals),2004-11-06T04:18:00+00:00,1099714680,,Attribution,http://creativecommons.org/licenses/by/2.5/,475.0,19.0,,1,1,36,0,"female_vocals,lounge,saxophone","attribution,audio,mp3,44k,mono,128kbps",https://ccmixter.org/files/bradsucks/66,False
67,norineb,,Norine Braun,Be Brave (Vocals),2004-11-06T04:27:00+00:00,1099715220,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,433.0,27.0,,1,1,27,0,"funky,jazz,male_vocals,organ,piano,rock,saxophone","sampling_plus,audio,mp3,44k,mono,128kbps",https://ccmixter.org/files/norineb/67,False
77,wired,,WIRED Magazine CD,What U Sittin - Danger Mouse & Jemini,2004-11-10T02:58:00+00:00,1100055480,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,300.0,9.0,,1,1,39,0,"ambient,blues,chill,electro,electronic,instrumental,saxophone,synthesizer","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/77,False
78,wired,,WIRED Magazine CD,Wataridori 2 - Cornelius,2004-11-10T03:00:00+00:00,1100055600,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,400.0,9.0,,1,1,31,0,"crazy,experimental,lunatic,orchestral,saxophone,violin","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/78,False
79,wired,,WIRED Magazine CD,Wadidyusay? - Zap Mama,2004-11-10T03:08:00+00:00,1100056080,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,500.0,7.0,,1,1,53,0,"bass,drums,guitar,male_vocals,saxophone,spoken_word,synthesizer","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/79,False
80,wired,,WIRED Magazine CD,Sister Saviour (Blackstrobe RMX) - The Rapture,2004-11-10T03:31:00+00:00,1100057460,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,300.0,6.0,,1,1,27,0,"drums,instrumental,saxophone","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/80,False
81,wired,,WIRED Magazine CD,Revenge! - Spoon,2004-11-10T03:36:00+00:00,1100057760,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,400.0,7.0,,1,1,29,0,"bass,clarinet,drums,guitar,keyboards,organ,rhodes,saxophone","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/81,False
82,wired,,WIRED Magazine CD,Relaxation Spa Treatment - Dan the Automator,2004-11-10T05:00:00+00:00,1100062800,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,500.0,3.0,,1,1,31,0,"brass,drums,guitar,moog,organ,rhodes,saxophone,trumpet","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/82,False
83,wired,,WIRED Magazine CD,Oslodum - Gilberto Gil,2004-11-10T05:01:00+00:00,1100062860,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,466.0,8.0,,1,1,27,0,"band_in_your_head,bongos,busker,female_vocals,guitar,happiness,saxophone,street_performance","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/83,False
84,wired,,WIRED Magazine CD,Oslodum 2004 - DJ Dolores,2004-11-10T05:03:00+00:00,1100062980,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,350.0,5.0,,1,1,20,0,"instrumental,loops,saxophone","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/84,False
85,wired,,WIRED Magazine CD,One Big Holiday - My Morning Jacket,2004-11-10T05:04:00+00:00,1100063040,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,366.0,9.0,,1,1,18,0,"brass,dance,disco,electric,electronic,female_vocals,guitar,house,piano,rhodes,saxophone,straightbeat,trumpet,wurlitzer","nc_sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/85,False
86,wired,,WIRED Magazine CD,Now Get Busy - Beastie Boys,2004-11-10T05:05:00+00:00,1100063100,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,420.0,16.0,,1,1,41,0,"electronic,funky,hip_hop","nc_sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/86,False
87,wired,,WIRED Magazine CD,No Meaning No - Chuck D w/ Fine Arts Militia,2004-11-10T05:05:00+00:00,1100063100,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,400.0,4.0,,1,1,5,0,"alto_saxophone,orchestral,phrase,saxophone,scale,violin","nc_sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/87,False
88,wired,,WIRED Magazine CD,My Fair Lady - David Byrne,2004-11-10T05:07:00+00:00,1100063220,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,475.0,13.0,,1,1,26,0,"chill,downtempo,electronic,female_vocals,hip_hop,male_vocals,music_box,pads,rhodes,saxophone,scratching,spoken_word,trip_hop","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/88,False
89,wired,,WIRED Magazine CD,Looking Up in Heaven - Paul Westerberg,2004-11-10T05:07:00+00:00,1100063220,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,400.0,6.0,,1,1,7,0,"guitar,saxophone","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/89,False
90,wired,,WIRED Magazine CD,Fake French - Le Tigre,2004-11-10T05:08:00+00:00,1100063280,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,500.0,6.0,,1,1,26,0,"baritone_saxophone,loops,phrases,saxophone","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/90,False
91,wired,,WIRED Magazine CD,DC 3000 - Thievery Corporation,2004-11-10T05:08:00+00:00,1100063280,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,500.0,21.0,,1,1,34,0,"loops,phrases,saxophone","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/91,False
92,wired,,WIRED Magazine CD,Action At a Distance - Matmos,2004-11-10T05:09:00+00:00,1100063340,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,425.0,11.0,,1,1,37,0,"horn,loops,phrases,saxophone","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/wired/92,False
93,bradsucks,,brad sucks,Making Me Nervous Source,2004-11-10T13:01:00+00:00,1100091660,,Attribution,http://creativecommons.org/licenses/by/2.5/,500.0,10.0,,1,1,42,0,"horn,loops,phrases,saxophone","attribution,archive,zip",https://ccmixter.org/files/bradsucks/93,False
94,mhite,,DJ Matt Hite,Sample Shred,2004-11-10T23:28:00+00:00,1100129280,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,433.0,12.0,,1,1,1,1,"drums,female_vocals,funky,hip_hop,horn,saxophone,scratching,trip_hop","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/mhite/94,False
99,lucas_gonze,,Lucas Gonze,Good Dream,2004-11-12T23:38:00+00:00,1100302680,,Attribution,http://creativecommons.org/licenses/by/2.5/,475.0,11.0,,1,1,3,0,"instrumental,saxophone","attribution,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/lucas_gonze/99,False
100,alfero,,Mind of Primitive,TechnoShiva,2004-11-13T14:14:00+00:00,1100355240,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,350.0,3.0,,1,1,0,0,"bass,fretless,lounge,male_vocals,organ,saxophone","sampling_plus,audio,mp3,44k,stereo,224kbps",https://ccmixter.org/files/alfero/100,False
101,hausmeista,,tomas y.,schwing,2004-11-14T07:32:00+00:00,1100417520,,Attribution Noncommercial,http://creativecommons.org/licenses/by-nc/2.5/,300.0,2.0,,1,1,0,0,"bass,drums,guitar,loops,male_vocals,saxophone","non_commercial,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/hausmeista/101,False
102,hausmeista,,tomas y.,meer,2004-11-14T07:45:00+00:00,1100418300,,Attribution Noncommercial,http://creativecommons.org/licenses/by-nc/2.5/,350.0,3.0,,1,1,0,0,"downtempo,electronic,hammond,instrumental,middle_east,saxophone","non_commercial,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/hausmeista/102,False
103,hausmeista,,tomas y.,strand,2004-11-14T08:18:00+00:00,1100420280,,Attribution Noncommercial,http://creativecommons.org/licenses/by-nc/2.5/,350.0,,,1,1,0,0,"bop,jazz,new_harlem_renaissance,saxophone,spoken_word","non_commercial,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/hausmeista/103,False
104,hausmeista,,tomas y.,donner,2004-11-14T08:29:00+00:00,1100420940,,Attribution Noncommercial,http://creativecommons.org/licenses/by-nc/2.5/,200.0,2.0,,1,1,0,0,"acoustic,bass,battle,brass,dj_battle,experimental,female_vocals,flute,funky,ghetto,hip_hop,innovative_mobility,jazz,jazzy,lounge,lyrical_inventions,male_vocals,orchestral,piano,producer_battle,saxophone,scat,scratching,sliced,trumpet,violin","non_commercial,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/hausmeista/104,False
105,hausmeista,,tomas y.,frisch gestrichen,2004-11-14T08:39:00+00:00,1100421540,,Attribution Noncommercial,http://creativecommons.org/licenses/by-nc/2.5/,200.0,2.0,,1,1,0,0,"female_vocals,nu_jazz,piano,saxophone","non_commercial,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/hausmeista/105,False
106,hausmeista,,tomas y.,fuer bob,2004-11-14T08:46:00+00:00,1100421960,,Attribution Noncommercial,http://creativecommons.org/licenses/by-nc/2.5/,250.0,3.0,,1,1,1,0,"cowbell,female_vocals,flute,jazz,poem,poetry,saxophone,spoken_word","non_commercial,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/hausmeista/106,False
110,buzzsonic,,99th Floor Elevators,I'll Be There,2004-11-15T09:32:00+00:00,1100511120,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,300.0,2.0,,1,1,4,0,"bass,drums,female_vocals,guitar,piano,saxophone","nc_sampling_plus,archive,zip",https://ccmixter.org/files/buzzsonic/110,False
111,anton_nichevo,,Procedure,I'll Be There (Promise Mix),2004-11-15T18:54:00+00:00,1100544840,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,200.0,3.0,,1,1,0,1,"ambient,bass,drums,female_vocals,funky,loops,piano,saxophone,synthesizer","nc_sampling_plus,audio,mp3,44k,stereo,192kbps",https://ccmixter.org/files/anton_nichevo/111,False
115,buzzsonic,,99th Floor Elevators,Swear To God,2004-11-21T18:27:00+00:00,1101061620,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,400.0,5.0,,1,1,0,0,"bass,electronic,female_vocals,funky,house,loops,piano,saxophone,synthesizer","nc_sampling_plus,audio,mp3,44k,stereo,320kbps",https://ccmixter.org/files/buzzsonic/115,False
121,annabloom,,annabloom,coolcats,2004-12-07T08:27:00+00:00,1102408020,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,,5.0,,1,2,2,0,"ambient,annabloom,bass,drums,electronic,loops,synthesizer","nc_sampling_plus,archive,zip,audio,mp3,44k,stereo,CBR",https://ccmixter.org/files/annabloom/121,False
123,militiamix,,Chuck D. feat Fine Arts Militia,No Meaning No,2004-12-10T02:18:00+00:00,1102645080,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,475.0,13.0,,1,1,62,0,"ambient,bass,chill,drums,female_vocals,flute,guitar,saxophone,spoken_word,synthesizer","nc_sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/militiamix/123,False
126,militiamix,,Chuck D. feat Fine Arts Militia,Militia Mix Samples Library 03,2004-12-14T14:40:00+00:00,1103035200,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,,,,1,1,21,0,"cello,dark,dirty,dub,dubstep,electronica,glitch,grimey,jazz,orchestral,saxophone,violin","nc_sampling_plus,archive,zip",https://ccmixter.org/files/militiamix/126,False
127,militiamix,,Chuck D. feat Fine Arts Militia,Militia Mix Samples Library 02,2004-12-14T14:48:00+00:00,1103035680,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,,,,1,1,14,0,"ambient,bass,cello,chill,drums,female_vocals,flute,guitar,kora,male_vocals,saxophone,synthesizer","nc_sampling_plus,archive,zip",https://ccmixter.org/files/militiamix/127,False
128,militiamix,,Chuck D. feat Fine Arts Militia,Militia Mix Samples Library 01,2004-12-14T14:55:00+00:00,1103036100,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,450.0,4.0,,1,1,20,0,"drums,female_vocals,guitar,orchestral,piano,saxophone,synthesizer,violin","nc_sampling_plus,archive,zip",https://ccmixter.org/files/militiamix/128,False
137,rjmarshall,,rjmarshall,Our Lives Are Changing,2004-12-18T08:39:00+00:00,1103359140,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,400.0,12.0,,1,1,4,1,"acoustic,downtempo,female_vocals,fretless,guitar,saxophone","sampling_plus,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/rjmarshall/137,False
138,rjmarshall,,rjmarshall,Nishi,2004-12-18T09:03:00+00:00,1103360580,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,300.0,5.0,,1,1,0,0,"chill,downtempo,hip_hop,jazzy,kcentric,male_vocals,nu_jazz,saxophone,stefsax","sampling_plus,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/rjmarshall/138,False
139,rjmarshall,,rjmarshall,Remember,2004-12-18T09:09:00+00:00,1103360940,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,350.0,5.0,,1,1,1,0,"bass,downtempo,drums,free_jazz,instrumental,saxophone,viola","sampling_plus,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/rjmarshall/139,False
140,djtripp,,DJ Tripp,Busy French Saviour,2004-12-18T12:49:00+00:00,1103374140,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,454.0,12.0,,1,1,0,3,"chill,downtempo,electronic,female_vocals,hip_hop,piano,saxophone","nc_sampling_plus,audio,mp3,44k,stereo,192kbps",https://ccmixter.org/files/djtripp/140,False
141,sharp,,Sharp,One Two Three,2004-12-18T16:54:00+00:00,1103388840,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,422.0,14.0,,1,1,2,5,"ambient,bass,drums,electronic,guitar,male_vocals,piano,saxophone,synthesizer","sampling_plus,editorial_pick,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/sharp/141,False
142,shoes,, Shoes,Anti Relaxtion Spa (Now get busy),2004-12-19T17:30:00+00:00,1103477400,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,460.0,6.0,,1,1,0,2,"ambient,downtempo,experimental,male_vocals,saxophone,spoken_word,white_cube","nc_sampling_plus,audio,mp3,44k,stereo,320kbps",https://ccmixter.org/files/shoes/142,False
145,djtripp,,DJ Tripp,No Meaning No (DJ Tripp No Jazz Dub Mix),2004-12-19T23:01:00+00:00,1103497260,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,437.0,10.0,,1,1,2,1,"bass,bassoon,drums,female_vocals,kalimba,saxophone","nc_sampling_plus,audio,mp3,44k,stereo,192kbps",https://ccmixter.org/files/djtripp/145,False
147,djperegrine,,michael stone,Glitch D,2004-12-20T17:36:00+00:00,1103564160,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,350.0,6.0,,1,1,1,1,"bass,drums,instrumental,jazz,male_vocals,saxophone,synthesizer","nc_sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/djperegrine/147,False
148,shortfacedbear,, sHORT fACED bEAR,cornelius cuts (rural mix),2004-12-21T20:28:00+00:00,1103660880,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,433.0,7.0,,1,1,0,2,"bass,drums,guitar,male_vocals,piano,saxophone","nc_sampling_plus,audio,mp3,44k,stereo,320kbps",https://ccmixter.org/files/shortfacedbear/148,False
154,crftp,,CRFTP,love revolver,2004-12-26T16:29:00+00:00,1104078540,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,300.0,,,1,1,1,0,"bass,drums,guitar,male_vocals,piano,saxophone","nc_sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/crftp/154,False
155,shakezula,,Sizzy in da Hizzy,Mourning Glori Militia Mix,2004-12-27T00:21:00+00:00,1104106860,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,350.0,,,1,1,0,1,"breaks,chill,drums,electronic,female_vocals,funk,jazz,nu_jazz,organ,saxophone,solo,soul,uptempo","nc_sampling_plus,audio,mp3,44k,stereo,192kbps",https://ccmixter.org/files/shakezula/155,False
156,shakezula,,Sizzy in da Hizzy,Dry River Waltz,2004-12-27T00:48:00+00:00,1104108480,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,500.0,3.0,,1,1,1,0,"female_vocals,fretless,guitar,saxophone","sampling_plus,audio,mp3,44k,mono,192kbps",https://ccmixter.org/files/shakezula/156,False
157,shakezula,,Sizzy in da Hizzy,Life on Planet Me,2004-12-27T03:06:00+00:00,1104116760,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,333.0,,,1,1,0,1,"downtempo,male_vocals,piano,saxophone","sampling_plus,audio,mp3,44k,stereo,192kbps",https://ccmixter.org/files/shakezula/157,False
162,societyi,,[society][i],No Meaning No ([society][i] rmx),2004-12-28T07:41:00+00:00,1104219660,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,350.0,3.0,,1,1,0,1,"bass,guitar,saxophone,vocals","nc_sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/societyi/162,False
163,shakezula,,Sizzy in da Hizzy,Danger in The Streets,2004-12-28T23:46:00+00:00,1104277560,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,250.0,,,1,1,0,1,"ambient,saxophone,spoken_word,zither","sampling_plus,audio,mp3,44k,stereo,192kbps",https://ccmixter.org/files/shakezula/163,False
165,jacksontorreal,,The Orchestral Movement of 1932,Sick of Music,2004-12-29T04:33:00+00:00,1104294780,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,433.0,,,1,1,2,0,"acoustic,ambient,chill,downtempo,electronic,guitar,saxophone,trifonic","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/jacksontorreal/165,False
166,commonsplice,,Colin Mutchler,My Life,2004-12-29T10:31:00+00:00,1104316260,,Attribution,http://creativecommons.org/licenses/by/2.5/,500.0,9.0,,1,1,4,0,"experimental,jazzy,male_vocals,saxophone,spoken_word","attribution,audio,mp3,44k,stereo,160kbps",https://ccmixter.org/files/commonsplice/166,False
167,societyi,,[society][i],Relaxation Spa Treatment ([society][i]'s ff mix),2004-12-29T11:15:00+00:00,1104318900,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,400.0,,,1,1,0,1,"acoustic,bass,drums,guitar,male_vocals,piano,saxophone","sampling_plus,audio,mp3,44k,stereo,VBR",https://ccmixter.org/files/societyi/167,False
168,shoes,, Shoes,No,2004-12-29T18:22:00+00:00,1104344520,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,400.0,,,1,1,0,1,"bass,downtempo,female_vocals,jazz,piano,saxophone","nc_sampling_plus,audio,mp3,44k,stereo,320kbps",https://ccmixter.org/files/shoes/168,False
182,teru,,teru,Matmos Slow Loop,2004-12-31T14:54:00+00:00,1104504840,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,466.0,11.0,,1,1,0,3,"echo,ethereal,saxophone","sampling_plus,audio,mp3,44k,stereo,256kbps",https://ccmixter.org/files/teru/182,False
183,shortfacedbear,, sHORT fACED bEAR,two letters,2004-12-31T21:00:00+00:00,1104526800,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,480.0,13.0,,1,1,2,1,"bass,drums,female_vocals,guitar,percussion,piano,saxophone,synthesizer","nc_sampling_plus,audio,mp3,44k,stereo,192kbps",https://ccmixter.org/files/shortfacedbear/183,False
186,shortfacedbear,, sHORT fACED bEAR,hiphop holiday (stoner rap mix),2005-01-02T20:46:00+00:00,1104698760,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,500.0,17.0,,1,1,0,5,"acoustic,bass,blues,clarinet,female_vocals,guitar,jurgen_herrmann,raymond_blanchet,saxophone","nc_sampling_plus,audio,mp3,44k,stereo,192kbps",https://ccmixter.org/files/shortfacedbear/186,False
188,mcant,,McAnt,Militia remix,2005-01-03T15:55:00+00:00,1104767700,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,300.0,3.0,,1,1,0,1,"experimental,instrumental,saxophone,trip_hop","nc_sampling_plus,audio,mp3,44k,stereo,256kbps",https://ccmixter.org/files/mcant/188,False
189,rjmarshall,,rjmarshall,Our Lives Are Changing Sample Library,2005-01-03T15:58:00+00:00,1104767880,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,500.0,7.0,,1,1,11,0,"saxophone,soprano_saxophone","sampling_plus,archive,zip",https://ccmixter.org/files/rjmarshall/189,False
190,lynndq,,LynnDQ,no means no,2005-01-03T17:22:00+00:00,1104772920,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,440.0,,,1,1,0,1,"drums,experimental,loops,male_vocals,saxophone","nc_sampling_plus,audio,mp3,44k,stereo,256kbps",https://ccmixter.org/files/lynndq/190,False
200,artofelectronica,,Art Of Electronica,March Of The Sun,2005-01-04T22:58:00+00:00,1104879480,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,300.0,2.0,,1,1,0,0,"bass_clarinet,downtempo,drums,guitar,loops,male_vocals,saxophone","nc_sampling_plus,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/artofelectronica/200,False
201,omnibuzz,,Monty Arnold,no meaning no remastered (eminent fury rmx),2005-01-05T08:54:00+00:00,1104915240,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,470.0,13.0,,1,1,0,1,"bass,beat,gelach,loops,mantra,saxophone,sitar,tantrical","editorial_pick,nc_sampling_plus,audio,mp3,44k,stereo,128kbps",https://ccmixter.org/files/omnibuzz/201,False
202,calebcharles,,calebcharles,No Meaning No (Echo Chamber Remix),2005-01-05T11:56:00+00:00,1104926160,,Noncommercial Sampling Plus,http://creativecommons.org/licenses/nc-sampling+/1.0/,350.0,2.0,,1,1,0,1,"ballad,bass,female_vocals,harmonies,harp,les_paul,long_lost_love,narva9,saxophone,synthesizer","nc_sampling_plus,audio,mp3,44k,stereo,192kbps",https://ccmixter.org/files/calebcharles/202,False
206,allepic,,All Epic,All Epic - Faceless,2005-01-05T22:34:00+00:00,1104964440,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,300.0,,,1,1,0,0,"bass,drums,experimental,saxophone,spoken_word","sampling_plus,audio,mp3,44k,stereo,160kbps",https://ccmixter.org/files/allepic/206,False
208,hmendoz,,H. Royal,Sequence & Chop 101,2005-01-06T12:45:00+00:00,1105015500,,Sampling Plus,http://creativecommons.org/licenses/sampling+/1.0/,366.0,5.0,,1,1,1,5,"ambient,atmospheric,bass,chill,downtempo,drums,fminor,guitar,hip_hop,male_vocals,saxophone,violin","sampling_plus,audio,mp3,44k,stereo,192kbps",https://ccmixter.org/files/hmendoz/208,False
