upload_id,user_name,split,obs_days,y_180,y_365,y_730,valid_180,valid_365,valid_730,f_author_prior_uploads,f_author_tenure_days,f_author_days_since_last,f_author_is_new,f_author_prior_remixes_received,f_author_prior_remixes_given,f_author_prior_remixed_track_count,f_author_prior_success_rate,f_n_sources,f_in_degree_local,f_is_derivative,f_num_files,f_title_len,f_title_words,f_n_usertags,f_has_usertags,f_sys_flac,f_post_year,f_post_month,f_post_dow,f_parent_max_prior_remixes,f_parent_mean_prior_remixes,f_tag_male_vocals,f_tag_guitar,f_tag_drums,f_tag_female_vocals,f_tag_electronic,f_tag_bass,f_tag_synthesizer,f_tag_instrumental,f_tag_experimental,f_tag_chill,f_tag_loops,f_tag_hip_hop,f_tag_piano,f_tag_downtempo,f_tag_spoken_word,f_tag_ambient,f_tag_rock,f_tag_electro,f_tag_funky,f_tag_acoustic,f_lic_Attribution,f_lic_Attribution (3.0),f_lic_Attribution Noncommercial,f_lic_Attribution Noncommercial  (3.0),f_lic_Attribution Noncommercial Share-Alike,f_lic_Attribution Noncommercial Share-Alike  (3.0),f_lic_Noncommercial Sampling Plus,f_lic_Sampling Plus,f_lic_other
46215,100percentelectric,train,4424,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,10,3,4,1,0,2014,6,0,4,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46231,100percentelectric,train,4423,False,False,False,True,True,True,1,0.9902777777777778,0.9902777777777778,0,0,1,0,0.0,1,1,1,1,19,3,5,1,0,2014,6,1,21,21.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
46239,100percentelectric,train,4422,True,True,True,True,True,True,2,1.7979166666666666,0.8076388888888889,0,0,2,0,0.0,0,0,0,1,18,4,2,1,0,2014,6,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46240,100percentelectric,train,4422,False,False,False,True,True,True,3,1.8840277777777779,0.08611111111111111,0,0,2,0,0.0,1,1,1,1,5,1,5,1,0,2014,6,2,15,15.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
46271,100percentelectric,train,4420,True,True,True,True,True,True,4,4.584722222222222,2.7006944444444443,0,0,3,0,0.0,0,0,0,1,8,1,1,1,0,2014,6,4,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46272,100percentelectric,train,4420,True,True,True,True,True,True,5,4.602083333333334,0.017361111111111112,0,0,3,0,0.0,0,0,0,1,19,5,1,1,0,2014,6,4,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46273,100percentelectric,train,4420,True,True,True,True,True,True,6,4.615277777777778,0.013194444444444444,0,0,3,0,0.0,0,0,0,1,9,2,1,1,0,2014,6,4,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9713,10DOUILL,train,7040,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,5,5,1,1,29,5,7,1,0,2007,4,2,54,33.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10882,10DOUILL,train,6963,False,False,False,True,True,True,1,76.7625,76.7625,0,0,5,0,0.0,2,2,1,1,33,7,0,0,0,2007,6,2,14,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9382,14h34m,train,7061,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,25,4,4,1,0,2007,3,2,3,3.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9408,14h34m,train,7059,False,False,False,True,True,True,1,2.046527777777778,2.046527777777778,0,0,1,0,0.0,2,2,1,1,14,3,3,1,0,2007,3,4,5,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57261,1L3E,train,3083,False,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,6,1,0,0,0,2018,2,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12294,1coolbass,train,6830,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,9,1,1,1,0,2007,11,2,15,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21719,1rabass,train,6210,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,0,1,1,11,3,2,1,0,2009,7,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21941,1rabass,train,6196,False,False,False,True,True,True,1,13.870833333333334,13.870833333333334,0,0,0,0,0.0,1,0,1,1,28,4,3,1,0,2009,8,6,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21942,1rabass,train,6196,False,False,False,True,True,True,2,13.884722222222223,0.013888888888888888,0,0,0,0,0.0,1,0,1,1,17,3,1,1,0,2009,8,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22468,1rabass,train,6168,False,False,False,True,True,True,3,42.00763888888889,28.122916666666665,0,0,0,0,0.0,1,1,1,1,10,2,1,1,0,2009,8,6,4,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22581,1rabass,train,6161,False,False,False,True,True,True,4,49.00972222222222,7.002083333333333,0,0,1,0,0.0,1,1,1,1,12,3,3,1,0,2009,9,6,18,18.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34346,20style,train,5363,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,45,4,2,1,0,2011,11,6,50,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34347,20style,train,5363,False,False,False,True,True,True,1,0.005555555555555556,0.005555555555555556,0,0,1,0,0.0,1,1,1,1,39,4,1,1,0,2011,11,6,7,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42663,20style,train,4786,False,False,False,True,True,True,2,576.3631944444444,576.3576388888889,0,0,2,0,0.0,1,0,1,1,18,3,1,1,0,2013,6,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55315,20style,train,3492,False,False,True,True,True,True,3,1870.7729166666666,1294.4097222222222,0,0,2,0,0.0,1,1,1,1,41,7,6,1,0,2016,12,1,7,7.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56114,21CCS,train,3325,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,20,3,4,1,0,2017,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10186,21pele,train,7014,True,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,6,1,1,1,0,2007,5,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14422,222Entertainment,train,6685,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,5,1,7,1,0,2008,3,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14495,222Entertainment,train,6680,False,False,False,True,True,True,1,4.654166666666667,4.654166666666667,0,0,1,0,0.0,1,1,1,1,11,3,4,1,0,2008,4,5,27,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15753,27summers,train,6584,True,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,2,20,1,1,1,0,2008,7,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16447,27summers,train,6533,True,True,True,True,True,True,1,51.90208333333333,51.90208333333333,0,0,0,0,0.0,0,0,0,5,12,2,1,1,0,2008,8,5,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16947,27summers,train,6502,True,True,True,True,True,True,2,82.33888888888889,30.436805555555555,0,3,0,1,0.5,0,0,0,10,11,2,7,1,0,2008,9,1,0,0.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
17303,27summers,train,6481,True,True,True,True,True,True,3,103.96319444444444,21.624305555555555,0,6,0,2,0.6666666666666666,0,0,0,6,17,3,4,1,0,2008,10,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
17508,27summers,train,6469,True,True,True,True,True,True,4,115.57222222222222,11.609027777777778,0,9,0,3,0.75,0,0,0,6,6,1,9,1,0,2008,11,6,0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
17867,27summers,train,6447,False,False,False,True,True,True,5,137.92916666666667,22.356944444444444,0,12,0,4,0.8,0,0,0,5,15,3,3,1,0,2008,11,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18169,27summers,train,6427,True,True,True,True,True,True,6,157.63541666666666,19.70625,0,14,0,4,0.6666666666666666,0,0,0,7,35,5,6,1,0,2008,12,6,0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19633,27summers,train,6349,True,True,True,True,True,True,7,235.7902777777778,78.15486111111112,0,21,0,6,0.8571428571428571,0,0,0,9,7,1,5,1,0,2009,3,0,0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22277,27summers,train,6177,True,True,True,True,True,True,8,407.4888888888889,171.69861111111112,0,27,0,7,0.875,0,0,0,7,8,2,1,1,0,2009,8,4,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21695,2_adanes,train,6212,True,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,12,1,8,1,0,2009,7,4,0,0.0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
21733,2_adanes,train,6208,True,True,True,True,True,True,1,3.154166666666667,3.154166666666667,0,0,0,0,0.0,1,1,1,1,12,1,5,1,0,2009,7,0,13,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22230,2_adanes,train,6180,False,False,False,True,True,True,2,31.972916666666666,28.81875,0,2,1,2,1.0,0,0,0,1,5,2,8,1,0,2009,8,1,0,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22263,2_adanes,train,6178,False,False,False,True,True,True,3,33.85,1.8770833333333334,0,2,1,2,0.6666666666666666,0,0,0,1,6,1,11,1,0,2009,8,3,0,0.0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
22264,2_adanes,train,6178,False,False,False,True,True,True,4,33.86666666666667,0.016666666666666666,0,2,1,2,0.5,0,0,0,1,16,2,15,1,0,2009,8,3,0,0.0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
22319,2_adanes,train,6174,False,False,False,True,True,True,5,37.975,4.108333333333333,0,2,1,2,0.4,0,0,0,1,9,3,4,1,0,2009,8,0,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42007,2birds,train,4845,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,2,2,1,2,10,1,4,1,0,2013,4,6,13,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11242,2dvisio,train,6929,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,12,3,2,1,0,2007,7,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32825,2hands,train,5466,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,3,3,1,1,17,4,11,1,0,2011,8,1,100,37.666666666666664,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16363,2much4U,train,6541,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,2,2,1,1,18,3,9,1,0,2008,8,4,463,372.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25857,2steps4ward,train,5967,True,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,2,2,1,3,17,3,9,1,0,2010,3,4,1,1.0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26281,2steps4ward,train,5945,False,False,True,True,True,True,1,22.041666666666668,22.041666666666668,0,1,2,1,1.0,0,0,0,3,15,3,2,1,0,2010,4,5,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26317,2steps4ward,train,5943,True,True,True,True,True,True,2,24.388194444444444,2.3465277777777778,0,1,2,1,0.5,0,0,0,1,13,2,0,0,0,2010,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26712,2steps4ward,train,5914,True,True,True,True,True,True,3,53.3375,28.949305555555554,0,2,2,2,0.6666666666666666,0,0,0,1,22,4,1,1,0,2010,5,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38694,3105,train,5089,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,28,5,4,1,0,2012,8,0,2,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
52860,3arakhe,train,3830,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,20,3,4,1,0,2016,1,6,16,16.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42696,3lb3r3th,train,4783,True,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,6,1,4,1,0,2013,6,5,35,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42699,3lb3r3th,train,4783,False,False,False,True,True,True,1,0.04583333333333333,0.04583333333333333,0,0,1,0,0.0,1,1,1,1,4,1,8,1,0,2013,6,5,13,13.0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
44072,3lb3r3th,train,4643,True,True,True,True,True,True,2,140.13819444444445,140.0923611111111,0,1,2,1,0.5,1,1,1,1,13,1,11,1,0,2013,11,5,0,0.0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
53110,3lb3r3th,train,3804,False,False,False,True,True,True,3,978.9993055555556,838.8611111111111,0,3,3,2,0.6666666666666666,1,1,1,11,17,5,1,1,0,2016,2,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11213,3rd_attempt,train,6931,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,21,4,5,1,0,2007,7,6,6,6.0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11547,3rd_attempt,train,6898,False,False,False,True,True,True,1,33.00138888888889,33.00138888888889,0,0,1,0,0.0,1,1,1,1,21,4,5,1,0,2007,8,4,9,9.0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11845,3rd_attempt,train,6869,False,False,False,True,True,True,2,62.081944444444446,29.080555555555556,0,0,2,0,0.0,1,1,1,1,23,4,6,1,0,2007,9,5,8,8.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11902,3rd_attempt,train,6865,False,False,False,True,True,True,3,66.25,4.168055555555555,0,0,3,0,0.0,1,1,1,1,34,4,3,1,0,2007,10,2,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12076,3rd_attempt,train,6851,False,False,False,True,True,True,4,80.12291666666667,13.872916666666667,0,0,4,0,0.0,1,0,1,2,10,2,5,1,0,2007,10,2,0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22803,3rd_attempt,train,6145,True,True,True,True,True,True,5,786.2444444444444,706.1215277777778,0,0,4,0,0.0,1,0,1,1,15,2,6,1,0,2009,9,1,0,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24077,3rd_attempt,train,6077,False,False,False,True,True,True,6,853.9513888888889,67.70694444444445,0,0,4,0,0.0,1,1,1,1,18,3,5,1,0,2009,11,6,0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35046,3rd_attempt,train,5318,False,False,False,True,True,True,7,1612.9145833333334,758.9631944444444,0,2,5,1,0.14285714285714285,1,1,1,8,6,1,7,1,1,2011,12,2,12,12.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35153,3rd_attempt,train,5311,False,False,False,True,True,True,8,1619.9444444444443,7.029861111111111,0,2,6,1,0.125,3,3,1,1,38,6,9,1,0,2012,1,2,5,2.0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
925,4300william,train,7771,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,88,12,11,1,0,2005,4,6,0,0.0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4291,4MR_Pharaoh,train,7435,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,30,6,1,1,0,2006,3,6,50,50.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51588,4barrelcarb,train,3963,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,11,2,2,1,0,2015,9,6,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51723,4barrelcarb,train,3946,False,False,True,True,True,True,1,17.213194444444444,17.213194444444444,0,0,0,0,0.0,0,0,0,1,11,1,2,1,0,2015,9,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51768,4barrelcarb,train,3942,False,False,False,True,True,True,2,21.052777777777777,3.839583333333333,0,0,0,0,0.0,0,0,0,1,10,2,2,1,0,2015,10,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51800,4barrelcarb,train,3939,False,False,False,True,True,True,3,24.181944444444444,3.129166666666667,0,0,0,0,0.0,0,0,0,1,26,5,3,1,0,2015,10,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54292,4barrelcarb,train,3655,True,True,True,True,True,True,4,308.18888888888887,284.00694444444446,0,0,0,0,0.0,0,0,0,1,13,2,3,1,0,2016,7,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54329,4barrelcarb,train,3649,False,False,False,True,True,True,5,314.24375,6.054861111111111,0,0,0,0,0.0,0,0,0,1,8,1,3,1,0,2016,7,5,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
54992,4barrelcarb,train,3553,True,True,True,True,True,True,6,410.24791666666664,96.00416666666666,0,2,0,2,0.3333333333333333,0,0,0,1,14,2,6,1,0,2016,10,3,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55136,4barrelcarb,train,3528,False,False,False,True,True,True,7,435.2083333333333,24.960416666666667,0,3,0,3,0.42857142857142855,0,0,0,1,12,2,5,1,0,2016,11,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7928,4groove,train,7186,False,False,False,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,1,1,1,1,29,4,0,0,0,2006,11,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6994,4nsic,train,7261,True,True,True,True,True,True,0,0.0,-1.0,1,0,0,0,0.0,0,0,0,1,6,1,0,0,0,2006,9,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6995,4nsic,train,7261,True,True,True,True,True,True,1,0.009722222222222222,0.009722222222222222,0,0,0,0,0.0,0,0,0,1,10,2,0,0,0,2006,9,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7171,4nsic,train,7244,True,True,True,True,True,True,2,17.122222222222224,17.1125,0,7,0,2,1.0,0,0,0,1,27,5,2,1,0,2006,9,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7172,4nsic,train,7244,True,True,True,True,True,True,3,17.127777777777776,0.005555555555555556,0,7,0,2,0.6666666666666666,0,0,0,1,13,3,0,0,0,2006,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
